Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-01-02,31.23513309725049,31.242750143685576,30.587576622332627,30.6180477142334,138488400,0.0,0.0,0.0
2014-01-03,30.7704210452864,30.778040999428875,30.42759576289989,30.56472587585449,83579700,0.0,0.0,0.0
2014-01-06,30.44282969450316,30.44282969450316,30.267608546992296,30.27522850036621,55735100,0.0,0.0,0.0
2014-01-07,30.435221018833804,30.541877146119905,30.313327886769468,30.404747009277344,57341500,0.0,0.0,0.0
2014-01-08,30.45045035799699,30.48092145372113,30.21428120263005,30.305700302124023,63182600,0.0,0.0,0.0
2014-01-09,30.20666371638533,30.25999176582878,29.9095465615652,30.145715713500977,74405200,0.0,0.0,0.0
2014-01-10,30.320936697548337,30.79327209268876,30.31331965030961,30.678998947143555,110244200,0.0,0.0,0.0
2014-01-13,30.73994842869473,30.77804238880475,30.229521912225145,30.31332397460937,62209500,0.0,0.0,0.0
2014-01-14,30.4809259293367,30.7323321225609,30.34379871304128,30.640913009643555,75830700,0.0,0.0,0.0
2014-01-15,30.61805805502744,30.709480080087417,30.564729993489816,30.6332950592041,47361900,0.0,0.0,0.0
2014-01-16,30.595202690851693,30.67138480230924,30.3971274573653,30.4656925201416,56673900,0.0,0.0,0.0
2014-01-17,30.45045409375428,30.458071142079604,30.27523292066049,30.31332397460937,61288200,0.0,0.0,0.0
2014-01-21,30.47330571222357,30.511396763131675,30.13810039560704,30.26761054992676,46683100,0.0,0.0,0.0
2014-01-22,30.51901679269385,30.67900095060116,30.38188668415591,30.6713809967041,56188400,0.0,0.0,0.0
2014-01-23,30.298087841010624,30.298087841010624,29.70385924510916,29.917171478271484,109930400,0.0,0.0,0.0
2014-01-24,29.52101591099785,29.543869961086457,29.10200852446105,29.132482528686523,127153900,0.0,0.0,0.0
2014-01-27,29.170572753344057,29.23151785390505,28.774419428134387,29.018205642700195,118532300,0.0,0.0,0.0
2014-01-28,29.20866494539618,29.330558057440403,29.10200883562762,29.201047897338867,86568700,0.0,0.0,0.0
2014-01-29,28.82012787418731,29.102005114845493,28.63728677641727,28.78203392028809,142219100,0.0,0.0,0.0
2014-01-30,29.193424590210764,29.2619896394959,28.94202134693906,29.048677444458008,84660600,0.0,0.0,0.0
2014-01-31,28.70585745613036,29.15533888240722,28.62967534570833,29.094390869140625,102329500,0.0,0.0,0.0
2014-02-03,28.84298475061252,28.88869284991773,28.22589925454361,28.27161026000977,123117200,0.0,0.0,0.0
2014-02-04,28.736319543638103,29.01819672267726,28.66013455865453,28.84297561645508,138955500,0.0,0.0,0.0
2014-02-05,28.72108921711586,28.919164411756075,28.53063106966305,28.736326217651367,86064900,0.0,0.0,0.0
2014-02-06,28.94202438927912,29.38388582632835,28.94202438927912,29.33817481994629,99403100,0.0,0.0,0.0
2014-02-07,29.56672536425827,29.65052451223504,29.34579320447017,29.50577735900879,80356700,0.0,0.0,0.0
2014-02-10,29.37626642963231,29.399120477915595,29.048678175488305,29.17818832397461,68839500,0.0,0.0,0.0
2014-02-11,29.338176082284924,29.879079509516,29.33055903397401,29.81051445007324,93164800,0.0,0.0,0.0
2014-02-12,30.008592501351664,30.153342588347616,29.72671518871116,29.818134307861328,68705700,0.0,0.0,0.0
2014-02-13,29.38388768687309,29.87146016117676,29.38388768687309,29.84860610961914,50414900,0.0,0.0,0.0
2014-02-14,30.054295034887343,30.374263314722032,30.00096698824823,30.214279174804688,69806400,0.0,0.0,0.0
2014-02-18,30.1990515094622,30.25999952798065,29.91717418921804,29.932411193847656,69542600,0.0,0.0,0.0
2014-02-19,29.81812272744472,30.0619088879406,29.658138604524343,29.726703643798828,101924800,0.0,0.0,0.0
2014-02-20,29.69623818342438,29.90193336037521,29.51339996357549,29.8333683013916,71686300,0.0,0.0,0.0
2014-02-21,29.99335339789217,30.16095752640467,29.92478833678808,30.03906440734864,66907700,0.0,0.0,0.0
2014-02-24,30.008590401044327,30.305704697108336,29.97049934624454,30.03906440734864,58971200,0.0,0.0,0.0
2014-02-25,29.9781148424025,30.046679899956136,29.612435504170136,29.69623756408692,77028600,0.0,0.0,0.0
2014-02-26,29.863837650527515,29.92478274558784,29.5971945044267,29.719087600708008,59122600,0.0,0.0,0.0
2014-02-27,29.985734084531742,30.33617641207829,29.92478607652662,30.282848358154297,67962200,0.0,0.0,0.0
2014-02-28,30.305705306449774,30.35141631682532,29.879080834256325,30.07715606689453,88240700,0.0,0.0,0.0
2014-03-03,29.49816091983569,29.665762125406864,29.322939760370744,29.543869018554688,98832200,0.0,0.0,0.0
2014-03-04,30.11524168584704,30.160952687970525,29.91716648896675,30.046676635742188,63103000,0.0,0.0,0.0
2014-03-05,29.95525634672412,30.11524048855471,29.90192829944725,30.06953239440918,42856900,0.0,0.0,0.0
2014-03-06,30.34379440202509,30.640908656415625,30.336174448437195,30.49615859985352,86027600,0.0,0.0,0.0
2014-03-07,30.35903691172717,30.374273916965528,29.92479243399953,30.10763359069824,66565600,0.0,0.0,0.0
2014-03-10,29.90955262621724,29.91717258120322,29.65052937375897,29.90193557739257,57747100,0.0,0.0,0.0
2014-03-11,29.947635288220848,30.0390543704268,29.49053406487064,29.56671905517578,72692600,0.0,0.0,0.0
2014-03-12,29.39150971097802,29.65815001846181,29.3000876859881,29.62767601013184,56882800,0.0,0.0,0.0
2014-03-13,29.69623942242276,29.71147642573941,28.972497748768653,29.094390869140625,79967400,0.0,0.0,0.0
2014-03-14,29.14009939570827,29.421976667641022,29.14009939570827,29.254375457763672,64589800,0.0,0.0,0.0
2014-03-17,29.51340393773276,29.68100517746924,29.51340393773276,29.61244010925293,57492000,0.0,0.0,0.0
2014-03-18,29.68099941722364,30.03906169354807,29.6581453676407,30.02382469177246,68135000,0.0,0.0,0.0
2014-03-19,29.81051368578171,29.94764380115142,29.254376176187243,29.38388633728028,95953000,0.0,0.0,0.0
2014-03-20,29.18580518269254,29.57433849311277,29.079146187638703,29.51339340209961,60572300,0.0,0.0,0.0
2014-03-21,29.71147456645006,30.054299854218232,29.658146511259574,29.69623756408692,86969000,0.0,0.0,0.0
2014-03-24,29.962882794896995,30.05430190916556,29.78004166019862,29.985736846923828,54328100,0.0,0.0,0.0
2014-03-25,30.290467821715257,30.442834947718257,30.199048708577944,30.32856178283692,93531000,0.0,0.0,0.0
2014-03-26,30.59518894454075,30.69422796986669,30.381876803371,30.397113800048828,91289900,0.0,0.0,0.0
2014-03-27,30.511400442375084,30.83898875077688,30.496163438942297,30.79327774047852,73438700,0.0,0.0,0.0
2014-03-28,31.06752896844293,31.250370050381058,30.998963925986185,31.03705787658692,67464400,0.0,0.0,0.0
2014-03-31,31.227514168546115,31.425589331683803,31.21227717043395,31.242748260498047,75256100,0.0,0.0,0.0
2014-04-01,31.539871532638887,31.608436584472653,31.41797843006339,31.608436584472656,65717300,0.0,0.0,0.0
2014-04-02,31.48655147751908,31.69986373465402,31.44084046263522,31.669389724731445,44076300,0.0,0.0,0.0
2014-04-03,31.52463511727748,31.57034321524205,31.23513790347149,31.54748916625977,84659200,0.0,0.0,0.0
2014-04-04,31.88269334068615,32.096008446167744,31.417977893045844,31.463685989379883,127800700,0.0,0.0,0.0
2014-04-07,31.49416632761104,31.684624517084693,31.417984214286104,31.60082244873047,60586200,0.0,0.0,0.0
2014-04-08,32.04267860646976,32.19504279395333,31.85983751286465,31.966493606567383,107043300,0.0,0.0,0.0
